기니의 수도는 코나크리이다,O,X,1,기니,코나크리,기니공화국의 수도 아프리카대륙의 서쪽 끝에서 약간 남쪽에 있는 항구도시이다.
가나의 수도는 반줄이다,O,X,2,가나,아크라,가나의 수도 열대성기후로 고온다습하나 기니만 연안의 항구 중에서는 비교적 살기 좋은 곳으로 알려져 있다.
감비아의 수도는 아크라이다,O,X,2,감비아,반줄,감비아의 수도 감비아강 하구의 세인트메리섬에 있는 무역항이다
그리스의 수도는 아테네이다,O,X,1,그리스,아테네,오래된 역사를 자랑하는 도시로 그리스의 수도이자 최대 도시다.
네팔의 수도는 카트만두이다,O,X,1,네팔,카트만두,세계에서 가장 높은 산 에베레스트에 둘러싸인 네팔의 수도
네덜란드의 수도는 암스테르담이다,O,X,1,네덜란드,암스테르담,자전거가 사람 수보다 많고 하루 평균 25개의 공연이 열리는 유럽에서 가장 힙한 도시
노르웨이의 수도는 코펜하겐이다,O,X,2,노르웨이,오슬로,독특한 예술 세계, 도전의 역사 깔끔한 시가지가 조화된 노르웨이의 수도
나이지리아의 수도는 아부자이다,O,X,1,나이지리아,아부자,나이지리아의 수도 정치와 행정의 중심지이며 나이지리아 중앙부의 인구가 적은 사바나지대에 있다
뉴질랜드의 수도는 웰링턴이다,O,X,1,뉴질랜드,웰링턴,웰링턴은 뉴질랜드 행정의 수도로 북섬과 남섬으로 나뉘어진 영토의 중간 지점인 북섬 최남단에 위치한 도시
대한민국의 수도는 서울이다,O,X,1,대한민국,서울,한반도 중앙에 있으며 한강을 사이에 두고 남북으로 펼쳐져 있다
대만의 수도는 프놈펜이다,O,X,2,대만,타이베이,맛있는 음식과 신비로운 자연 환경이 매력적인 대만의 수도
독일의 수도는 베를린이다,O,X,1,독일,베를린,아픈 역사의 흔적과 유럽 예술의 트렌드가 공존하는 독일의 수도
덴마크의 수도는 오슬로이다.,O,X,2,덴마크,코펜하겐, 북유럽을 연결하는 교통의 최중심지이자 아기자기 아름다운 850살의 젊은 도시
루마니아의 수도는 빌뉴스이다,O,X,2,루마니아,부쿠레슈티,거대한 건축물 인민궁전이 있는 루마니아의 수도
리투아니아의 수도는 부쿠레슈티이다,O,X,2,리투아니아,빌뉴스,중세 구시가지에서 볼 수 있는 바로크 양식의 건축물로 유명한 리투아니아의 수도
라오스의 수도는 네피도이다,O,X,2,라오스,비엔티안,야시장과 레스토랑이 발달된 라오스의 수도
러시아의 수도는 브뤼셀이다,O,X,2,러시아,모스크바,러시아의 수도이자 정치·경제·문화의 중심지
모로코의 수도는 로메이다,O,X,2,모로코,라바트,흔히 모로코의 수도를 카사블랑카로 알고 있는 사람이 많은데, 카사블랑카는 최대도시일 뿐 수도가 아니다.
멕시코의 수도는 멕시코시티이다,O,X,1,멕시코,멕시코시티,멕시코 중부 고원 해발 2,240m에 자리 잡은 메트로폴리탄 도시
미얀마의 수도는 비엔티안이다,O,X,2,미얀마,네피도,네피도는 2005년에 수도로 지정된 계획도시로, 박물관과 공원, 호텔과 주요 관공서가 지속적으로 건설되고 있는 곳
미국의 수도는 워싱턴D.C이다,O,X,1,미국,워싱턴D.C.,미국 어느 주에도 속하지 않는 독립 행정 구역이자 정치적 영향력 있는 국제적 도시
모나코의 수도는 모나코이다,O,X,1,모나코,모나코,프랑스 지중해 동부해안에 위치한 도시국가
몰도바의 수도는 키시너우이다,O,X,1,몰도바,키시너우,키시너우는 몰도바 중부에 위치한 몰도바공화국의 수도이다 키시너우는 몰도바의 정치·문화·상업의 중심이고 교통의 허브이다.
벨기에의 수도는 모스크바이다,O,X,2,벨기에,브뤼셀,유럽 철도 교통의 허브
바레인의 수도는 마나마이다,O,X,1,바레인,마나마,페르시아 만에 있는 바레인 섬 북쪽 연안에 있다 지명은 아랍 어로 침실이 있는 곳 휴식의 장소라는 뜻이다
방글라데시의 수도는 다카이다,O,X,1,방글라데시,다카,방글라데시의 수도로서 국토 중앙부 부리강가강 북쪽에 면하는 위치를 점하며 방글라데시 상공업·행정·문화의 중심지를 이루고 있다
부탄의 수도는 예레반이다,O,X,2,부탄,팀푸,부탄의 수도이자 부탄에서 가장 큰 도시로 남아시아 불교의 중심지이며 13세기에 건설된 불교 사원을 비롯해 많은 문화유적이 산재하는 오래된 도시이다.
북한의 수도는 개성이다,O,X,2,북한,평양,한반도 이북 최대 도시 이며 혁명의 수도라고 부른다.
베트남의 수도는 테헤란이다,O,X,2,베트남,하노이,베트남의 수도로 정치, 경제, 사회, 문화의 중심지이자 과거와 현재가 공존하는 곳이다.
일본의 수도는 도쿄이다,O,X,1,일본,도쿄,신구의 조화가 절묘한 도시
중국의 수도는 베이징이다,O,X,1,중국,베이징,천년고도(千年古都)라 불릴 만큼 도시 전체가 박물관이자 유적지인 도시
필리핀의 수도는 뉴델리이다,O,X,2,필리핀,마닐라,필리핀의 수도로 스페인 점령기의 문화가 남아 있으며 상업과 금융이 발달해 있다.
브라질의 수도는 브라질리아이다,O,X,1,브라질,브라질리아,브라질의 수도 도시 전체가 1987년 유네스코 세계문화유산으로 지정되었다 브라질의 수도 브라질리아는 계획도시로 날개를 편 거대한 제트기 모양을 하고 있다
베냉의 수도는 포르토노보이다,O,X,1,베냉,포르토노보,베냉의 수도 나이지리아의 수도인 라고스로 통하는 우에메 석호의 북안 기니만 연안에서 10km 가량 내륙 쪽에 위치하고 있다.
벨라루스의 수도는 류블랴나이다,O,X,2,벨라루스,민스크,벨라루스의 수도이자 민스크주의 주도 벨라루스의 수도 언어는 벨라루스어와 러시아어를 공용어로 사용한다.
스페인의 수도는 마드리드이다,O,X,1,스웨인,마드리드,스페인의 정치·문화·예술을 이끄는 수도
스웨던의 수도는 스톡홀름이다,O,X,1,스웨던,스톡홀름,북유럽을 대표하는 최대 규모의 세련된 도시
스위스의 수도는 베른이다,O,X,1,스위스,베른,스위스의 수도 구시가지 전체가 유네스코 세계문화유산에 등재되어 있다.
세네갈의 수도는 다카르이다,O,X,1,세네갈,다카르,세네갈의 수도. 아프리카 서쪽 끝 베르데에 있는 무역항이자 국제도시이다 시가지는 제3기의 화산섬을 기반으로 하는 육계도에 자리잡고 있다.
슬로베이나의 수도는 민스크이다,O,X,2,슬로베이나,류블랴나,저렴한 물가와 맛있는 음식 류블랴니차 강을 따라 형성된 카페와 바의 낭만적인 분위기가 매력적인 곳
소말리아의 수도는 모가디슈이다,O,X,1,소말리아,모가디슈,아프리카 소말리아의 수도. 인도양에 면한 항구도시이다.
이라크의 수도는 바그다드이다,O,X,1,이라크,바그다드,이라크 중부에 위치하며 티그리스강이 도시 가운데를 흐른다
이란의 수도는 하노이이다,O,X,2,이란,테헤란,이란의 수도이자 최대도시. 페르시아 제국부터 시작해서 세계적으로 유구한 역사로 유명한 이란이지만 정작 이란의 수도 테헤란은 서아시아국가들의 다른 역사적 수도들에 비하면 수도로서의 역사는 비교적 짧은 편이다.
인도의 수도는 마닐라이다,O,X,2,인도,뉴델리,세계에서 가장 오래된 도시 중 하나이자 고급 호텔, 레스토랑이 즐비한 인도의 수도
인도네시아의 수도는 자카르타이다,O,X,1,인도네시아,자카르타,동남아 최대의 비즈니스 도시. 수많은 골프장과 몰디브만큼 아름다운 천개의 섬이 있는 곳.
아르메니아의 수도는 팀푸이다,O,X,2,아르메니아,예레반,아르메니아의 수도로 아르메니아의 남서쪽 아라라트평원 흐라즈단강 유역에 위치한다.
아제르바이잔의 수도는 바쿠이다,O,X,1,아제르바이잔,바쿠,트렌디한 고층 건물과 풍부한 유적지가 어우러진 아제르바이잔의 수도
아프가니스탄의 수도는 카불이다.,O,X,1,아프가니스탄,카불,아프가니스탄의 수도이자 가장 큰 도시로 국토 동쪽 카불 주의 주도이다 아케메네스제국 시대 이후부터 시작해 3,500여 년이 넘는 시간 동안 존재해 온 오래된 도시이다.
오만의 수도는 암만이다,O,X,2,오만,무스카트,오만의 수도이자 최대 도시다 국토 북서쪽 인도양에 접하는 항구도시로 인도양과 걸프해를 연결하는 요충지에 위치한다.
요르단의 수도는 무스카트이다,O,X,2,요르단,암만,요르단의 수도이자 수많은 고대 유적이 있는 현대적인 관광 도시
우즈베키스탄의 수도는 타슈켄트이다,O,X,1,우즈베키스탄,타슈켄트,타슈켄트
이스라엘의 수도는 예루살렘이다,O,X,1,이스라엘,예루살렘,수 많은 종교적 유적지와 아름다운 자연경관이 조화로운 도시
오스트레일리아의 수도는 자그레브이다,O,X,2,오스트레일리아,캔버라,호주의 수도로 정치의 중심지 여러 명소가 있고 봄에는 꽃 축제도 크게 열린다.
이집트의 수도는 카이로이다,O,X,1,카이로,이집트,중동과 아프리카 교차지점에 있는 역사와 문명의 도시
아이슬란드의 수도는 더블린이다,O,X,2,아이슬란드,레이캬비크,아이슬란드의 문화가 한데 모인 세계 최북단의 수도
아일랜드의 수도는 레이캬비크이다,O,X,2,아일랜드,더블린,아일랜드의 수도이자 세계적 문학 거장들의 고향
에스토니아의 수도는 탈린이다,O,X,1,에스토니아,탈린,유네스코에 등재된 중세 시대 구시가지로 유명한 에스토니아의 수도
영국의 수도는 런던이다,O,X,1,영국,런던,영국의 수도이자 세계 최대 도시로 손꼽히는 곳 영국의 정치·경제·문화·교통의 중심지다.
이탈리아의 수도는 프라하이다,O,X,2,이탈리아,로마,도시의 기원이 시작된 거대한 고대문명의 도시
오스트리아의 수도는 빈이다,O,X,1,오스트리아,빈,골목마다 퍼지는 클래식에 취하고 비엔나 커피는 없지만 색다른 커피를 맛볼 수 있는 도시
아르헨티나의 수도는 키토이다,O,X,2,아르헨티나,부에노스아이레스,매혹적인 탱고가 울려퍼지는 정열과 낭만의 도시
에콰도르의 수도는 부에노스아이레스이다.,O,X,2,에콰도르,키토,남아메리카 에콰도르에 있는 도시 잉카 제국의 고도였으며 적도 바로 아래 있다.
우루과이의 수도는 몬테비데오이다,O,X,1,우루과이,몬테비데오,우루과이의 수도 1726년 에스파냐인이 성채를 건설한 뒤 무역기지로서 번영하면서 우루과이 독립운동의 중심지가 되었고 1830년 수도가 되었다
알제리의 수도는 알제이다,O,X,1,알제리,알제,알제리의 수도 지중해 연안에 있는 이 나라 최대의 항구로 지명은 아랍어로 작은 섬을 뜻한다.
우간다의 수도는 야운데이다,O,X,2,우간다,캄팔라,우간다의 수도 빅토리아호의 북쪽 끝 적도직하에 있으며 해발고도 1,150m의 고원에 위치하여 기후는 서늘하다.
잠비아의 수도는 나이로비이다,O,X,2,잠비아,루사카,아프리카 남부 내륙국 잠비아의 수도 국토의 거의 중앙부 높이 약 1,300m의 고원에 위치한다.
조지아의 수도는 트빌리시이다,O,X,1,조지아,트빌리시,만년설 아래 천혜의 자연경관이 살아 숨 쉬는 남코카서스 지역
칠레의 수도는 리마이다,O,X,2,칠레,산티아고,칠레의 수도이자 정치·문화·예술의 중심지. 남미여행의 시작 혹은 종착지
체코의 수도는 로마이다,O,X,2,체코,프라하,더 천천히 걷고 오래 머물며 깊이 읽음 직한 도시
캄보디아의 수도는 타이베이이다,O,X,2,캄보디아,프놈펜,프랑스 점령기의 건축물과 크메르의 전통문화가 공존하는 캄보디아의 수도
카타르의 수도는 아바나이다,O,X,2,카타르,도하,이슬람 문화와 예술 현대 건축물과 경이로운 사막을 모두 경험할 수 있는 도시
쿠파의 수도는 도하이다,O,X,2,쿠파,아바나,살아 꿈틀대는 쿠바의 아름다운 심장. 쿠바의 가장 큰 도시, 한때 중남미의 금이 모여들던 도시
케냐의 수도는 루사카이다,O,X,2,케냐,나이로비,나이로비란 마사이어로 맛있는 물 차가운 물이라는 뜻이다 인도양 해안의 몸바사항으로부터 철도로 약 530km 떨어진 케냐 중남부의 해발고도 1,676m의 고원에 있다.
카메룬의 수도는 캄팔라이다,O,X,2,카메룬,야운데,카메룬의 수도 니옹강과 사나가강 사이의 고원에 자리잡고 있으며 1888년 독일령 서아프리카 시대에 건설되었다.
태국의 수도는 방콕이다,O,X,1,태국,방콕,태국 역사와 경제, 문화와 트렌드의 중심지인 태국의 수도
토고의 수도는 라바트이다,O,X,2,토고,로메,기니만 북쪽 연안에 있는 항구 도시 내륙으로 향하는 철도가 시작하는 곳이며 코코아 목화, 야자유 따위를 수출한다.
크로아티아의 수도는 캔버라이다,O,X,2,크로아티아,자그레브,자그레브는 크로아티아의 수도로 관광 국가답게 각 도시로 이어지는 모든 교통편을 이용할 수 있는 교통의 허브이다.
프랑스의 수도는 파리이다,O,X,1,프랑스,파리,패션과 미식· 예술과 낭만이 있는 세계 문화의 중심지
필란드의 수도는 리스본이다,O,X,2,필란드,헬싱키,발트 해의 아가씨 답게 단아하고 깨끗한 이미지의 핀란드의 수도
포루투갈의 수도는 헬싱키이다,O,X,2,포루투갈,리스본,가족과 집에 대한 그리움의 노래 파두 가 골목골목 울려퍼지는 낭만적인 도시
폴란드의 수도는 바르샤바이다,O,X,1,폴란드,바르샤바,쇼팽의 음악이 흐르는 도시
페루의 수도는 산티아고이다,O,X,2,페루,리마,페루의 수도이자 대부분의 남미 여행자들이 출발점으로 삼는 해안가 절벽 위의 도시
헝가리의 수도는 부다페스트이다,O,X,1,헝가리,부다페스트,헝가리 북서부 다뉴브 강에 위치한 수도로 야경이 아름답다.